Opponent,Name,Rk,School,X,Type,GS,MP,FG,FGA,FG.,X2P,X2PA,X2P.,X3P,X3PA,X3P.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Conf,SRS,DRE
austin-peay,Cameron Payne,28,Murray State,,REG,1,30,6,13,0.462,1,5,0.2,5,8,0.625,5,6,0.833,0,2,2,8,3,0,1,1,22,OVC,-12.4,12.22
austin-peay,Cameron Payne,25,Murray State,@,REG,1,30,7,15,0.467,5,9,0.556,2,6,0.333,11,13,0.846,0,1,1,4,1,0,4,3,27,OVC,-12.4,3.17
belmont,Cameron Payne,32,Murray State,N,CTOURN,1,40,7,22,0.318,3,10,0.3,4,12,0.333,2,2,1,1,5,6,10,3,1,4,2,20,OVC,0.39,0.295
belmont,Cameron Payne,18,Murray State,,REG,1,34,9,14,0.643,5,5,1,4,9,0.444,1,1,1,0,4,4,6,2,1,2,1,23,OVC,0.39,10.361
bethel-tn,Cameron Payne,8,Murray State,,REG,1,21,8,11,0.727,6,9,0.667,2,2,1,4,4,1,0,1,1,7,4,1,1,4,22,NA,NA,17.479
brescia,Cameron Payne,3,Murray State,,REG,1,22,6,12,0.5,6,11,0.545,0,1,0,3,4,0.75,0,2,2,4,6,0,1,0,15,NA,NA,11.008
drake,Cameron Payne,7,Murray State,N,REG,1,34,3,12,0.25,2,6,0.333,1,6,0.167,3,4,0.75,0,1,1,3,2,1,3,1,10,MVC,-6.04,-5.389
eastern-illinois,Cameron Payne,29,Murray State,,REG,1,37,6,22,0.273,3,14,0.214,3,8,0.375,7,8,0.875,1,3,4,5,2,0,1,1,22,OVC,-5.47,-0.332
eastern-illinois,Cameron Payne,20,Murray State,@,REG,1,38,12,20,0.6,9,15,0.6,3,5,0.6,6,6,1,0,5,5,4,0,0,1,1,33,OVC,-5.47,9.332
eastern-kentucky,Cameron Payne,22,Murray State,,REG,1,37,8,16,0.5,7,13,0.538,1,3,0.333,4,5,0.8,0,10,10,5,6,1,4,3,21,OVC,0.03,9.453
evansville,Cameron Payne,10,Murray State,@,REG,1,35,10,19,0.526,6,12,0.5,4,7,0.571,8,12,0.667,1,4,5,8,2,0,4,1,32,MVC,3.17,8.74
houston,Cameron Payne,1,Murray State,,REG,1,31,7,17,0.412,7,11,0.636,0,6,0,7,8,0.875,0,3,3,5,3,0,4,2,21,AAC,-2.05,1.284
illinois-state,Cameron Payne,12,Murray State,,REG,1,38,8,13,0.615,4,6,0.667,4,7,0.571,0,0,NA,0,3,3,5,2,0,8,1,20,MVC,7.97,-1.568
jacksonville-state,Cameron Payne,17,Murray State,@,REG,1,27,8,13,0.615,5,8,0.625,3,5,0.6,2,3,0.667,1,3,4,5,2,1,0,1,21,OVC,-12.61,11.813
middle-tennessee,Cameron Payne,2,Murray State,@,REG,1,33,6,13,0.462,4,7,0.571,2,6,0.333,1,2,0.5,0,6,6,6,5,0,2,2,15,CUSA,0.23,8.012
morehead-state,Cameron Payne,15,Murray State,@,REG,1,37,5,10,0.5,4,7,0.571,1,3,0.333,1,3,0.333,2,1,3,7,1,1,4,1,12,OVC,-0.61,-2.347
morehead-state,Cameron Payne,31,Murray State,N,CTOURN,1,37,9,20,0.45,6,10,0.6,3,10,0.3,4,4,1,1,3,4,4,3,2,4,4,25,OVC,-0.61,3.938
old-dominion,Cameron Payne,35,Murray State,@,NIT,1,35,7,18,0.389,4,8,0.5,3,10,0.3,6,9,0.667,0,1,1,6,2,0,2,2,23,CUSA,7.77,2.69
portland,Cameron Payne,5,Murray State,N,REG,1,30,6,16,0.375,4,9,0.444,2,7,0.286,4,6,0.667,0,4,4,5,0,1,1,3,18,WCC,3.06,-0.145
southeast-missouri-state,Cameron Payne,24,Murray State,,REG,1,36,6,12,0.5,5,8,0.625,1,4,0.25,3,5,0.6,0,2,2,6,0,0,3,2,16,OVC,-5.18,-2.246
southeast-missouri-state,Cameron Payne,27,Murray State,@,REG,1,30,6,13,0.462,4,7,0.571,2,6,0.333,12,14,0.857,0,5,5,2,0,0,2,5,26,OVC,-5.18,4.52
southern-illinois,Cameron Payne,13,Murray State,@,REG,1,36,6,13,0.462,3,3,1,3,10,0.3,7,7,1,1,0,1,7,2,0,2,2,22,MVC,-3.47,7.254
southern-illinois-edwardsville,Cameron Payne,26,Murray State,,REG,1,25,7,13,0.538,5,7,0.714,2,6,0.333,4,5,0.8,1,2,3,6,2,0,2,3,20,OVC,-7.22,7.35
southern-illinois-edwardsville,Cameron Payne,21,Murray State,@,REG,1,40,9,21,0.429,5,15,0.333,4,6,0.667,0,0,NA,3,3,6,6,1,0,4,0,22,OVC,-7.22,-2.04
tennessee-martin,Cameron Payne,30,Murray State,@,REG,1,38,12,24,0.5,8,15,0.533,4,9,0.444,3,5,0.6,1,7,8,6,1,1,3,2,31,OVC,-1.83,5.117
tennessee-martin,Cameron Payne,23,Murray State,,REG,1,39,4,16,0.25,3,11,0.273,1,5,0.2,7,8,0.875,1,3,4,7,1,2,1,2,16,OVC,-1.83,-0.834
tennessee-state,Cameron Payne,19,Murray State,,REG,1,25,5,17,0.294,4,10,0.4,1,7,0.143,3,5,0.6,1,2,3,9,2,0,1,1,14,OVC,-14.88,0.65
tennessee-tech,Cameron Payne,16,Murray State,@,REG,1,34,9,24,0.375,7,16,0.438,2,8,0.25,4,4,1,0,3,3,5,1,1,0,2,24,OVC,-6.44,1.711
texas-el-paso,Cameron Payne,33,Murray State,,NIT,1,31,6,14,0.429,4,8,0.5,2,6,0.333,0,0,NA,1,6,7,10,0,0,1,2,14,CUSA,4.91,2.184
tulsa,Cameron Payne,34,Murray State,@,NIT,1,25,7,10,0.7,2,2,1,5,8,0.625,1,2,0.5,0,2,2,7,1,0,5,5,20,AAC,6.67,5.5
valparaiso,Cameron Payne,6,Murray State,N,REG,1,30,5,13,0.385,3,9,0.333,2,4,0.5,0,0,NA,0,1,1,3,3,1,4,2,12,Horizon,6.31,-2.045
western-kentucky,Cameron Payne,9,Murray State,,REG,1,30,8,16,0.5,6,10,0.6,2,6,0.333,6,9,0.667,2,2,4,7,2,1,1,4,24,CUSA,1.16,9.205
xavier,Cameron Payne,4,Murray State,@,REG,1,30,9,18,0.5,7,12,0.583,2,6,0.333,3,3,1,3,4,7,4,2,0,4,0,23,Big East,15.44,2.87
california,Chris McCullough,3,Syracuse,N,REG,1,38,5,8,0.625,4,7,0.571,1,1,1,1,4,0.25,3,3,6,1,3,5,3,4,12,Pac-12,5.35,3.507
colgate,Chris McCullough,11,Syracuse,,REG,1,26,1,6,0.167,1,6,0.167,0,0,NA,2,6,0.333,2,6,8,1,2,4,2,2,4,Patriot,-2.88,-2.196
cornell,Chris McCullough,13,Syracuse,,REG,1,24,3,4,0.75,3,4,0.75,0,0,NA,0,1,0,3,4,7,0,2,2,1,0,6,Ivy,-3.54,3.256
florida-state,Chris McCullough,16,Syracuse,,REG,1,8,1,2,0.5,1,2,0.5,0,0,NA,2,2,1,0,1,1,0,0,1,1,1,4,ACC,6.69,-0.253
georgia-tech,Chris McCullough,15,Syracuse,@,REG,1,24,1,7,0.143,1,7,0.143,0,0,NA,1,4,0.25,2,2,4,0,2,0,1,2,3,ACC,7.16,-5.164
hampton,Chris McCullough,2,Syracuse,,REG,1,27,4,7,0.571,4,7,0.571,0,0,NA,5,8,0.625,2,2,4,1,0,3,1,4,13,MEAC,-8.21,1.733
holy-cross,Chris McCullough,6,Syracuse,,REG,1,35,7,11,0.636,7,11,0.636,0,0,NA,0,1,0,2,11,13,0,2,2,4,2,14,Patriot,-6.19,0.46
iowa,Chris McCullough,4,Syracuse,N,REG,1,39,7,12,0.583,7,12,0.583,0,0,NA,6,8,0.75,3,6,9,2,1,3,3,2,20,Big Ten,15.86,3.001
kennesaw-state,Chris McCullough,1,Syracuse,,REG,1,29,6,14,0.429,6,14,0.429,0,0,NA,4,7,0.571,5,6,11,2,3,1,1,2,16,A-Sun,-17.31,4.441
long-beach-state,Chris McCullough,12,Syracuse,,REG,1,23,1,3,0.333,1,3,0.333,0,0,NA,5,6,0.833,0,2,2,2,2,1,2,1,7,Big West,1.65,1.607
louisiana-tech,Chris McCullough,9,Syracuse,,REG,1,26,1,6,0.167,1,6,0.167,0,0,NA,3,4,0.75,3,3,6,2,3,3,2,5,5,CUSA,5.77,0.769
loyola-md,Chris McCullough,5,Syracuse,,REG,1,29,6,7,0.857,6,7,0.857,0,0,NA,5,6,0.833,4,3,7,1,2,1,2,2,17,Patriot,-10.72,7.691
michigan,Chris McCullough,7,Syracuse,@,REG,1,39,5,8,0.625,5,8,0.625,0,0,NA,0,0,NA,4,8,12,3,1,1,3,4,10,Big Ten,9.61,-0.569
st-johns-ny,Chris McCullough,8,Syracuse,,REG,1,40,5,12,0.417,5,12,0.417,0,0,NA,3,10,0.3,1,7,8,1,3,3,4,3,13,Big East,11.86,-3.535
villanova,Chris McCullough,10,Syracuse,@,REG,1,25,0,4,0,0,4,0,0,0,NA,3,4,0.75,1,4,5,1,1,0,4,5,3,Big East,23.17,-7.8
virginia-tech,Chris McCullough,14,Syracuse,@,REG,1,18,1,2,0.5,1,2,0.5,0,0,NA,0,0,NA,1,6,7,1,0,3,1,2,2,ACC,1.29,-0.143
air-force,Christian Wood,25,Nevada-Las Vegas,@,REG,1,35,11,17,0.647,10,14,0.714,1,3,0.333,8,8,1,3,6,9,3,0,5,4,3,31,MWC,-1.85,8.515
air-force,Christian Wood,22,Nevada-Las Vegas,,REG,1,30,5,10,0.5,5,8,0.625,0,2,0,7,9,0.778,6,4,10,0,0,3,3,3,17,MWC,-1.85,0.175
albany-ny,Christian Wood,5,Nevada-Las Vegas,,REG,1,37,6,10,0.6,5,7,0.714,1,3,0.333,6,8,0.75,1,9,10,1,0,3,3,2,19,AEC,-0.28,2.073
arizona,Christian Wood,11,Nevada-Las Vegas,,REG,1,34,10,17,0.588,10,14,0.714,0,3,0,4,4,1,5,5,10,1,0,2,1,3,24,Pac-12,24.33,4.846
arizona-state,Christian Wood,6,Nevada-Las Vegas,@,REG,1,33,2,10,0.2,2,8,0.25,0,2,0,1,2,0.5,0,4,4,1,0,3,2,4,5,Pac-12,9.52,-9.083
boise-state,Christian Wood,26,Nevada-Las Vegas,,REG,0,34,4,13,0.308,4,11,0.364,0,2,0,4,6,0.667,2,8,10,0,0,3,3,2,12,MWC,10,-7.019
boise-state,Christian Wood,17,Nevada-Las Vegas,@,REG,1,42,5,12,0.417,4,7,0.571,1,5,0.2,1,3,0.333,2,8,10,1,0,3,3,2,12,MWC,10,-5.657
colorado-state,Christian Wood,23,Nevada-Las Vegas,@,REG,1,35,4,10,0.4,3,7,0.429,1,3,0.333,7,8,0.875,4,7,11,2,0,4,2,3,16,MWC,8.11,1.98
fresno-state,Christian Wood,24,Nevada-Las Vegas,,REG,1,36,8,18,0.444,8,16,0.5,0,2,0,11,17,0.647,9,10,19,1,2,7,2,3,27,MWC,-2.25,8.599
kansas,Christian Wood,14,Nevada-Las Vegas,@,REG,1,37,5,12,0.417,3,6,0.5,2,6,0.333,0,0,NA,1,7,8,1,1,2,2,3,12,Big 12,18.51,-1.762
morehead-state,Christian Wood,1,Nevada-Las Vegas,,REG,1,31,4,12,0.333,4,9,0.444,0,3,0,4,5,0.8,5,7,12,0,0,4,2,2,12,OVC,-0.61,-3.026
nevada,Christian Wood,15,Nevada-Las Vegas,,REG,1,34,6,13,0.462,5,12,0.417,1,1,1,4,4,1,8,5,13,2,0,3,3,1,17,MWC,-6.03,0.281
nevada,Christian Wood,21,Nevada-Las Vegas,@,REG,1,33,5,10,0.5,4,8,0.5,1,2,0.5,5,8,0.625,6,5,11,2,1,0,4,0,16,MWC,-6.03,-0.988
nevada,Christian Wood,32,Nevada-Las Vegas,,CTOURN,1,31,9,13,0.692,9,12,0.75,0,1,0,10,13,0.769,2,5,7,2,1,3,0,3,28,MWC,-6.03,13.239
new-mexico,Christian Wood,27,Nevada-Las Vegas,@,REG,1,31,6,10,0.6,4,6,0.667,2,4,0.5,3,3,1,1,4,5,1,1,2,3,4,17,MWC,2.8,2.804
new-mexico,Christian Wood,19,Nevada-Las Vegas,,REG,1,32,6,10,0.6,5,6,0.833,1,4,0.25,7,8,0.875,2,7,9,2,0,1,3,3,20,MWC,2.8,2.983
portland,Christian Wood,9,Nevada-Las Vegas,,REG,1,39,7,13,0.538,6,9,0.667,1,4,0.25,2,3,0.667,2,4,6,3,1,2,3,3,17,WCC,3.06,0.216
sam-houston-state,Christian Wood,2,Nevada-Las Vegas,,REG,1,22,3,9,0.333,3,8,0.375,0,1,0,1,4,0.25,2,4,6,0,0,3,2,2,7,Southland,2.99,-5.487
san-diego-state,Christian Wood,30,Nevada-Las Vegas,,REG,1,37,4,11,0.364,4,10,0.4,0,1,0,2,3,0.667,4,12,16,1,0,3,3,1,10,MWC,11.8,-4.877
san-diego-state,Christian Wood,33,Nevada-Las Vegas,N,CTOURN,1,36,10,20,0.5,9,17,0.529,1,3,0.333,0,1,0,2,6,8,1,0,0,2,3,21,MWC,11.8,-2.946
san-diego-state,Christian Wood,18,Nevada-Las Vegas,@,REG,1,32,1,4,0.25,1,2,0.5,0,2,0,0,0,NA,0,3,3,1,0,3,3,0,2,MWC,11.8,-7.447
san-jose-state,Christian Wood,16,Nevada-Las Vegas,,REG,1,25,1,1,1,1,1,1,0,0,NA,4,4,1,1,11,12,2,0,3,1,5,6,MWC,-16.22,3.905
san-jose-state,Christian Wood,31,Nevada-Las Vegas,@,REG,1,38,7,14,0.5,6,11,0.545,1,3,0.333,4,7,0.571,1,11,12,1,1,2,3,2,19,MWC,-16.22,0.252
south-dakota,Christian Wood,8,Nevada-Las Vegas,@,REG,1,22,5,7,0.714,5,6,0.833,0,1,0,1,5,0.2,2,8,10,1,0,2,3,4,11,Summit,-4.9,-0.672
southern-utah,Christian Wood,12,Nevada-Las Vegas,,REG,1,31,9,12,0.75,7,10,0.7,2,2,1,2,2,1,3,11,14,0,0,5,0,2,22,Big Sky,-12.01,11.759
st-katherine,Christian Wood,7,Nevada-Las Vegas,,REG,1,23,7,9,0.778,7,9,0.778,0,0,NA,6,7,0.857,2,9,11,5,0,5,1,1,20,NA,NA,12.297
stanford,Christian Wood,3,Nevada-Las Vegas,N,REG,1,31,4,10,0.4,3,6,0.5,1,4,0.25,3,5,0.6,3,8,11,1,1,3,1,2,12,Pac-12,12.2,1.639
temple,Christian Wood,4,Nevada-Las Vegas,N,REG,1,34,8,15,0.533,7,13,0.538,1,2,0.5,1,2,0.5,4,9,13,1,0,4,2,3,18,AAC,8.18,1.616
utah,Christian Wood,10,Nevada-Las Vegas,N,REG,1,30,4,10,0.4,4,9,0.444,0,1,0,0,0,NA,3,10,13,1,2,2,3,4,8,Pac-12,20.96,-1.71
utah-state,Christian Wood,28,Nevada-Las Vegas,@,REG,1,29,4,14,0.286,3,9,0.333,1,5,0.2,2,3,0.667,4,5,9,2,0,2,4,3,11,MWC,2.91,-8.324
utah-state,Christian Wood,20,Nevada-Las Vegas,,REG,1,35,4,9,0.444,4,5,0.8,0,4,0,3,4,0.75,1,6,7,2,0,1,0,4,11,MWC,2.91,-0.325
wyoming,Christian Wood,29,Nevada-Las Vegas,,REG,1,29,3,6,0.5,1,3,0.333,2,3,0.667,2,2,1,0,13,13,1,0,1,2,3,10,MWC,3.81,0.791
wyoming,Christian Wood,13,Nevada-Las Vegas,@,REG,1,40,10,15,0.667,6,9,0.667,4,6,0.667,5,5,1,3,4,7,0,0,1,6,3,29,MWC,3.81,1.845
arizona,D'Angelo Russell,35,Ohio State,N,NCAA,1,37,3,19,0.158,2,12,0.167,1,7,0.143,2,2,1,0,7,7,6,0,0,1,2,9,Pac-12,24.33,-10.832
campbell,D'Angelo Russell,4,Ohio State,,REG,1,30,9,13,0.692,5,7,0.714,4,6,0.667,0,0,NA,0,2,2,7,1,0,0,0,22,Big South,-11.11,11.82
colgate,D'Angelo Russell,7,Ohio State,,REG,1,37,8,19,0.421,5,14,0.357,3,5,0.6,0,0,NA,1,3,4,4,2,0,2,1,19,Patriot,-2.88,0.268
high-point,D'Angelo Russell,8,Ohio State,,REG,1,27,7,10,0.7,5,7,0.714,2,3,0.667,2,2,1,1,8,9,5,2,0,4,1,18,Big South,-2.45,6.728
illinois,D'Angelo Russell,15,Ohio State,,REG,1,40,7,13,0.538,4,6,0.667,3,7,0.429,5,6,0.833,0,2,2,4,2,0,6,2,22,Big Ten,12.46,0.16
indiana,D'Angelo Russell,17,Ohio State,@,REG,1,38,3,15,0.2,2,10,0.2,1,5,0.2,6,7,0.857,1,7,8,2,2,2,1,3,13,Big Ten,12.98,-2.448
indiana,D'Angelo Russell,21,Ohio State,,REG,1,32,9,15,0.6,7,8,0.875,2,7,0.286,2,2,1,0,6,6,10,2,0,3,2,22,Big Ten,12.98,8.848
iowa,D'Angelo Russell,14,Ohio State,,REG,1,32,4,16,0.25,3,8,0.375,1,8,0.125,4,4,1,2,2,4,4,0,0,0,4,13,Big Ten,15.86,-4.352
iowa,D'Angelo Russell,19,Ohio State,@,REG,1,39,10,22,0.455,6,14,0.429,4,8,0.5,3,4,0.75,6,8,14,2,1,0,3,1,27,Big Ten,15.86,1.796
james-madison,D'Angelo Russell,5,Ohio State,,REG,1,31,4,12,0.333,2,6,0.333,2,6,0.333,4,5,0.8,2,1,3,5,3,1,4,1,14,CAA,-2.63,0.369
louisville,D'Angelo Russell,6,Ohio State,@,REG,1,31,6,20,0.3,6,14,0.429,0,6,0,5,6,0.833,1,5,6,6,2,0,4,4,17,ACC,18.14,-5.316
marquette,D'Angelo Russell,2,Ohio State,,REG,1,31,2,5,0.4,0,2,0,2,3,0.667,0,1,0,0,2,2,4,1,0,7,2,6,Big East,7.13,-8.766
maryland,D'Angelo Russell,22,Ohio State,,REG,1,34,6,12,0.5,2,6,0.333,4,6,0.667,2,3,0.667,1,13,14,6,2,0,0,1,18,Big Ten,13.37,10.726
massachusetts-lowell,D'Angelo Russell,1,Ohio State,,REG,0,26,7,14,0.5,5,8,0.625,2,6,0.333,0,1,0,2,2,4,6,3,0,1,2,16,AEC,-11.15,7.014
miami-oh,D'Angelo Russell,12,Ohio State,,REG,1,29,5,10,0.5,1,2,0.5,4,8,0.5,1,4,0.25,1,2,3,9,2,0,1,2,15,MAC,-3.74,7.756
michigan,D'Angelo Russell,27,Ohio State,@,REG,1,36,6,15,0.4,4,9,0.444,2,6,0.333,2,4,0.5,2,3,5,2,0,1,5,3,16,Big Ten,9.61,-8.261
michigan,D'Angelo Russell,18,Ohio State,,REG,1,33,6,12,0.5,3,4,0.75,3,8,0.375,6,7,0.857,0,4,4,6,4,0,4,3,21,Big Ten,9.61,8.262
michigan-state,D'Angelo Russell,26,Ohio State,@,REG,1,39,4,13,0.308,2,6,0.333,2,7,0.286,0,2,0,2,3,5,6,1,0,2,3,10,Big Ten,17.8,-4.804
michigan-state,D'Angelo Russell,33,Ohio State,N,CTOURN,1,36,7,16,0.438,4,8,0.5,3,8,0.375,2,2,1,0,6,6,3,2,1,3,4,19,Big Ten,17.8,1.439
minnesota,D'Angelo Russell,16,Ohio State,@,REG,1,43,10,17,0.588,5,11,0.455,5,6,0.833,2,2,1,0,3,3,5,2,0,5,3,27,Big Ten,12.37,4.652
minnesota,D'Angelo Russell,32,Ohio State,N,CTOURN,1,36,7,16,0.438,4,6,0.667,3,10,0.3,6,6,1,0,5,5,4,1,3,5,3,23,Big Ten,12.37,0.909
morehead-state,D'Angelo Russell,9,Ohio State,,REG,1,38,3,8,0.375,2,5,0.4,1,3,0.333,8,8,1,1,2,3,7,1,0,5,3,15,OVC,-0.61,-1.368
nebraska,D'Angelo Russell,28,Ohio State,,REG,1,26,3,9,0.333,1,4,0.25,2,5,0.4,3,5,0.6,0,3,3,6,0,1,2,0,11,Big Ten,5.94,-1.051
north-carolina,D'Angelo Russell,11,Ohio State,N,REG,1,38,4,17,0.235,1,7,0.143,3,10,0.3,0,2,0,0,8,8,5,3,0,2,4,11,ACC,20.62,-3.768
north-carolina-at,D'Angelo Russell,10,Ohio State,,REG,1,23,7,14,0.5,5,9,0.556,2,5,0.4,5,5,1,1,1,2,3,1,0,3,0,21,MEAC,-16.73,2.922
northwestern,D'Angelo Russell,20,Ohio State,@,REG,1,37,12,17,0.706,6,6,1,6,11,0.545,3,5,0.6,1,6,7,6,0,0,0,2,33,Big Ten,6.15,15.318
penn-state,D'Angelo Russell,30,Ohio State,@,REG,1,34,8,16,0.5,3,8,0.375,5,8,0.625,7,11,0.636,0,6,6,3,3,0,2,4,28,Big Ten,7.81,10.126
penn-state,D'Angelo Russell,25,Ohio State,,REG,1,35,4,13,0.308,3,8,0.375,1,5,0.2,8,10,0.8,1,5,6,7,1,0,2,1,17,Big Ten,7.81,0.64
purdue,D'Angelo Russell,29,Ohio State,,REG,1,34,9,19,0.474,7,13,0.538,2,6,0.333,8,10,0.8,1,6,7,2,2,0,5,4,28,Big Ten,12.96,1.576
purdue,D'Angelo Russell,23,Ohio State,@,REG,1,36,7,18,0.389,5,11,0.455,2,7,0.286,4,5,0.8,2,5,7,5,2,0,3,2,20,Big Ten,12.96,0.254
rutgers,D'Angelo Russell,24,Ohio State,@,REG,1,35,8,13,0.615,5,6,0.833,3,7,0.429,4,5,0.8,1,10,11,11,1,0,2,2,23,Big Ten,0.27,11.39
sacred-heart,D'Angelo Russell,3,Ohio State,,REG,1,25,12,21,0.571,8,13,0.615,4,8,0.5,4,5,0.8,4,5,9,5,1,0,2,0,32,NEC,-7.32,11.15
virginia-commonwealth,D'Angelo Russell,34,Ohio State,N,NCAA,1,44,10,20,0.5,6,13,0.462,4,7,0.571,4,7,0.571,1,5,6,1,2,2,4,3,28,A-10,12.82,2.136
wisconsin,D'Angelo Russell,31,Ohio State,,REG,1,39,7,18,0.389,6,11,0.545,1,7,0.143,2,3,0.667,0,1,1,5,1,0,5,0,17,Big Ten,24.47,-8.154
wright-state,D'Angelo Russell,13,Ohio State,,REG,1,27,7,8,0.875,1,2,0.5,6,6,1,4,5,0.8,0,6,6,3,2,0,4,2,24,Horizon,-6.4,11.878
alabama,Dakari Johnson,17,Kentucky,@,REG,0,23,4,7,0.571,4,7,0.571,0,0,NA,3,4,0.75,2,3,5,2,0,0,0,0,11,SEC,10.57,2.172
alabama,Dakari Johnson,21,Kentucky,,REG,0,20,1,3,0.333,1,3,0.333,0,0,NA,4,8,0.5,0,1,1,2,1,1,1,4,6,SEC,10.57,-0.185
arkansas,Dakari Johnson,34,Kentucky,N,CTOURN,0,15,1,3,0.333,1,3,0.333,0,0,NA,3,6,0.5,1,0,1,0,1,0,0,1,5,SEC,14.12,0.06
arkansas,Dakari Johnson,29,Kentucky,,REG,0,14,0,2,0,0,2,0,0,0,NA,0,0,NA,1,2,3,1,0,0,1,3,0,SEC,14.12,-4.004
auburn,Dakari Johnson,33,Kentucky,N,CTOURN,0,14,2,2,1,2,2,1,0,0,NA,0,0,NA,2,0,2,0,1,0,0,2,4,SEC,3.33,2.396
auburn,Dakari Johnson,27,Kentucky,,REG,0,16,6,7,0.857,6,7,0.857,0,0,NA,1,2,0.5,3,3,6,0,0,0,0,4,13,SEC,3.33,5.024
boston-university,Dakari Johnson,4,Kentucky,,REG,0,17,4,6,0.667,4,6,0.667,0,0,NA,3,8,0.375,2,4,6,1,0,1,0,1,11,Patriot,-5.59,2.723
buffalo,Dakari Johnson,2,Kentucky,,REG,0,26,3,6,0.5,3,6,0.5,0,0,NA,3,6,0.5,3,9,12,3,1,4,2,0,9,MAC,7.95,2.904
cincinnati,Dakari Johnson,36,Kentucky,N,NCAA,0,8,0,1,0,0,1,0,0,0,NA,3,4,0.75,0,3,3,1,1,1,2,2,3,AAC,10.74,0.147
columbia,Dakari Johnson,10,Kentucky,,REG,0,12,1,1,1,1,1,1,0,0,NA,2,5,0.4,1,0,1,0,0,0,1,1,4,Ivy,-0.33,-1.482
eastern-kentucky,Dakari Johnson,9,Kentucky,,REG,0,15,3,4,0.75,3,4,0.75,0,0,NA,1,2,0.5,2,2,4,1,0,0,1,0,7,OVC,0.03,0.56
florida,Dakari Johnson,32,Kentucky,N,CTOURN,0,11,1,2,0.5,1,2,0.5,0,0,NA,0,2,0,0,3,3,0,0,2,2,2,2,SEC,13.33,-3.126
florida,Dakari Johnson,23,Kentucky,@,REG,0,9,0,1,0,0,1,0,0,0,NA,0,0,NA,0,2,2,0,0,0,2,0,0,SEC,13.33,-4.524
florida,Dakari Johnson,31,Kentucky,,REG,0,13,1,4,0.25,1,4,0.25,0,0,NA,2,2,1,0,2,2,1,0,2,1,1,4,SEC,13.33,-1.498
georgia,Dakari Johnson,30,Kentucky,@,REG,0,12,1,3,0.333,1,3,0.333,0,0,NA,4,4,1,2,1,3,0,0,0,0,1,6,SEC,12.48,0.868
georgia,Dakari Johnson,22,Kentucky,,REG,0,11,1,1,1,1,1,1,0,0,NA,1,2,0.5,1,0,1,0,0,0,1,2,3,SEC,12.48,-1.296
grand-canyon,Dakari Johnson,1,Kentucky,,REG,0,18,4,9,0.444,4,9,0.444,0,0,NA,2,4,0.5,8,5,13,3,0,1,1,2,10,WAC,-6.6,1.287
hampton,Dakari Johnson,35,Kentucky,N,NCAA,0,12,3,6,0.5,3,6,0.5,0,0,NA,1,2,0.5,1,1,2,0,0,0,2,2,7,MEAC,-8.21,-3.132
kansas,Dakari Johnson,3,Kentucky,N,REG,0,20,5,6,0.833,5,6,0.833,0,0,NA,1,2,0.5,2,1,3,1,0,0,0,3,11,Big 12,18.51,3.28
louisiana-state,Dakari Johnson,24,Kentucky,@,REG,0,12,3,5,0.6,3,5,0.6,0,0,NA,1,1,1,1,3,4,1,0,2,0,3,7,SEC,11.43,2.888
louisville,Dakari Johnson,13,Kentucky,@,REG,0,11,1,2,0.5,1,2,0.5,0,0,NA,0,0,NA,2,7,9,0,0,0,4,1,2,ACC,18.14,-5.096
mississippi,Dakari Johnson,14,Kentucky,,REG,0,17,3,5,0.6,3,5,0.6,0,0,NA,2,3,0.667,3,0,3,0,0,1,2,1,8,SEC,11.43,-1.527
mississippi-state,Dakari Johnson,28,Kentucky,@,REG,0,12,0,2,0,0,2,0,0,0,NA,2,2,1,0,2,2,0,0,1,0,4,2,SEC,2.58,-1.197
missouri,Dakari Johnson,20,Kentucky,@,REG,0,21,2,6,0.333,2,6,0.333,0,0,NA,4,5,0.8,3,4,7,0,0,0,1,1,8,SEC,1.19,-2.006
missouri,Dakari Johnson,16,Kentucky,,REG,0,19,3,7,0.429,3,7,0.429,0,0,NA,2,4,0.5,3,4,7,0,0,0,2,1,8,SEC,1.19,-3.684
montana-state,Dakari Johnson,5,Kentucky,,REG,0,17,5,6,0.833,5,6,0.833,0,0,NA,3,5,0.6,3,5,8,0,1,2,0,1,13,Big Sky,-12.93,7.908
north-carolina,Dakari Johnson,11,Kentucky,,REG,0,21,1,3,0.333,1,3,0.333,0,0,NA,5,6,0.833,1,4,5,0,3,2,1,2,7,ACC,20.62,5.114
notre-dame,Dakari Johnson,38,Kentucky,N,NCAA,0,8,0,0,NA,0,0,NA,0,0,NA,0,2,0,0,2,2,0,0,3,0,2,0,ACC,19.23,0.217
providence,Dakari Johnson,7,Kentucky,,REG,0,18,2,4,0.5,2,4,0.5,0,0,NA,2,4,0.5,0,2,2,1,0,0,0,4,6,Big East,13.75,-0.548
south-carolina,Dakari Johnson,19,Kentucky,@,REG,0,26,1,3,0.333,1,3,0.333,0,0,NA,1,2,0.5,1,5,6,0,1,1,1,1,3,SEC,10.61,-1.901
south-carolina,Dakari Johnson,25,Kentucky,,REG,0,21,3,7,0.429,3,7,0.429,0,0,NA,4,4,1,4,9,13,1,0,2,4,1,10,SEC,10.61,-1.986
